752.83093262	4.21568632
752.83093262	4.21568632
752.83502197	4.19607830
752.83917236	4.21568632
752.84313965	4.19607830
752.84313965	4.21568632
752.84729004	4.21568632
752.85137939	4.19607830
752.85137939	4.19607830
752.85552979	4.19607830
752.85949707	4.19607830
752.86364746	4.19607830
752.86364746	4.21568632
752.86767578	4.21568632
752.87188721	4.19607830
752.87597656	4.19607830
752.87597656	4.19607830
752.88000488	4.19607830
752.88415527	4.21568632
752.88830566	4.21568632
752.88830566	4.21568632
752.89239502	4.19607830
752.89642334	4.21568632
752.89642334	4.19607830
752.90051270	4.19607830
752.90466309	4.19607830
752.90881348	4.21568632
752.90881348	4.19607830
752.91290283	4.19607830
752.91687012	4.17647076
752.92108154	4.19607830
752.92108154	4.19607830
752.92523193	4.19607830
752.92932129	4.21568632
752.93328857	4.21568632
752.93328857	4.19607830
752.93731689	4.19607830
752.94152832	4.19607830
752.94152832	4.17647076
752.94561768	4.19607830
752.94958496	4.21568632
752.95391846	4.21568632
752.95391846	4.23529434
752.95788574	4.23529434
752.96203613	4.21568632
752.96618652	4.23529434
752.96618652	4.17647076
752.97015381	4.17647076
752.97424316	4.23529434
752.97839355	4.23529434
752.98248291	4.23529434
752.98651123	4.23529434
752.98651123	4.17647076
752.99053955	4.07843161
752.99475098	4.25490189
752.99884033	4.23529434
752.99884033	4.21568632
753.00292969	4.25490189
753.00701904	4.25490189
753.01116943	4.25490189
753.01116943	4.21568632
753.01525879	4.21568632
753.01928711	4.21568632
753.02337646	4.21568632
753.02752686	4.23529434
753.03173828	4.25490189
753.03173828	4.25490189
753.03582764	4.21568632
753.03997803	4.21568632
753.04394531	4.21568632
753.04394531	4.21568632
753.04809570	4.25490189
753.05218506	4.23529434
753.05633545	4.23529434
753.05633545	4.23529434
753.06030273	4.21568632
753.06439209	4.25490189
753.06854248	4.21568632
753.07263184	4.27450991
753.07666016	4.23529434
753.07666016	4.23529434
753.08074951	4.23529434
753.08502197	4.21568632
753.08911133	4.23529434
753.08911133	4.23529434
753.09307861	4.23529434
753.09722900	4.25490189
753.10131836	4.23529434
753.10131836	4.23529434
753.10546875	4.23529434
753.10955811	4.23529434
753.11358643	4.19607830
753.11767578	4.27450991
753.12176514	4.21568632
753.12176514	4.25490189
753.12591553	4.23529434
753.12994385	4.23529434
753.13403320	4.25490189
753.13403320	4.23529434
753.13818359	4.21568632
753.14227295	4.13725471
753.14642334	4.25490189
753.14642334	4.25490189
753.15045166	4.27450991
753.15460205	4.23529434
753.15875244	4.23529434
753.16284180	4.21568632
753.16699219	4.25490189
753.16699219	4.25490189
753.17095947	4.23529434
753.17510986	4.23529434
753.17919922	4.21568632
753.17919922	4.25490189
753.18316650	4.23529434
753.18725586	4.23529434
753.19140625	4.27450991
753.19140625	4.21568632
753.19555664	4.23529434
753.19964600	4.23529434
753.20367432	4.23529434
753.20776367	4.25490189
753.21191406	4.23529434
753.21191406	4.19607830
753.21606445	4.17647076
753.22003174	4.25490189
753.22412109	4.25490189
753.22412109	4.23529434
753.22827148	4.23529434
753.23236084	4.23529434
753.23657227	4.21568632
753.23657227	4.21568632
753.24053955	4.25490189
753.24462891	4.25490189
753.24884033	4.23529434
753.25292969	4.19607830
753.25689697	4.21568632
753.25689697	4.27450991
753.26104736	4.23529434
753.26519775	4.23529434
753.26928711	4.23529434
753.26928711	4.23529434
753.27325439	4.23529434
753.27740479	4.19607830
753.28155518	4.25490189
753.28155518	4.21568632
753.28564453	4.19607830
753.28979492	4.25490189
753.28979492	4.23529434
753.29388428	4.23529434
753.29791260	4.23529434
753.30206299	4.21568632
753.30206299	4.23529434
753.30615234	4.21568632
753.31018066	4.21568632
753.31433105	4.23529434
753.31433105	4.19607830
753.31842041	4.23529434
753.32250977	4.23529434
753.32672119	4.19607830
753.32672119	4.23529434
753.33068848	4.23529434
753.33477783	4.21568632
753.33477783	4.25490189
753.33898926	4.25490189
753.34295654	4.23529434
753.34704590	4.25490189
753.34704590	4.25490189
753.35119629	4.23529434
753.35534668	4.21568632
753.35943604	4.25490189
753.35943604	4.23529434
753.36346436	4.25490189
753.36755371	4.21568632
753.37164307	4.23529434
753.37164307	4.23529434
753.37579346	4.23529434
753.37988281	4.21568632
753.37988281	4.23529434
753.38391113	4.27450991
753.38800049	4.23529434
753.39208984	4.23529434
753.39208984	4.23529434
753.39630127	4.23529434
753.40026855	4.23529434
753.40441895	4.23529434
753.40441895	4.23529434
753.40850830	4.23529434
753.41265869	4.23529434
753.41687012	4.23529434
753.41687012	4.21568632
753.42095947	4.23529434
753.42498779	4.23529434
753.42498779	4.23529434
753.42907715	4.23529434
753.43316650	4.25490189
753.43719482	4.25490189
753.43719482	4.23529434
753.44128418	4.23529434
753.44537354	4.23529434
753.44946289	4.21568632
753.44946289	4.23529434
753.45355225	4.25490189
753.45764160	4.23529434
753.46179199	4.23529434
753.46588135	4.25490189
753.47003174	4.23529434
753.47003174	4.23529434
753.47399902	4.23529434
753.47814941	4.23529434
753.48229980	4.23529434
753.48229980	4.23529434
753.48645020	4.21568632
753.49041748	4.21568632
753.49450684	4.21568632
753.49450684	4.19607830
753.49865723	4.21568632
753.50280762	4.23529434
753.50683594	4.21568632
753.51086426	4.21568632
753.51501465	4.19607830
753.51501465	4.19607830
753.51916504	4.19607830
753.52325439	4.19607830
753.52728271	4.21568632
753.52728271	4.21568632
753.53137207	4.19607830
753.53552246	4.19607830
753.53967285	4.19607830
753.53967285	4.19607830
753.54370117	4.19607830
753.54797363	4.21568632
753.55194092	4.21568632
753.55603027	4.19607830
753.56011963	4.19607830
753.56011963	4.19607830
753.56420898	4.21568632
753.56823730	4.21568632
753.57238770	4.21568632
753.57238770	4.21568632
753.57653809	4.21568632
753.58050537	4.19607830
753.58459473	4.19607830
753.58459473	4.21568632
753.58880615	4.21568632
753.59289551	4.21568632
753.59692383	4.19607830
753.60095215	4.19607830
753.60522461	4.19607830
753.60522461	4.19607830
753.60931396	4.19607830
753.61334229	4.17647076
753.61743164	4.17647076
753.61743164	4.19607830
753.62152100	4.19607830
753.62567139	4.19607830
753.62969971	4.19607830
753.62969971	4.19607830
753.63385010	4.15686274
753.63787842	4.17647076
753.64202881	4.19607830
753.64617920	4.19607830
753.65026855	4.19607830
753.65026855	4.19607830
753.65429688	4.17647076
753.65838623	4.19607830
753.66253662	4.19607830
753.66253662	4.19607830
753.66668701	4.19607830
753.67065430	4.19607830
753.67498779	4.19607830
753.67498779	4.19607830
753.67889404	4.21568632
753.68304443	4.19607830
753.68695068	4.19607830
753.69110107	4.19607830
753.69525146	4.19607830
753.69525146	4.19607830
753.69940186	4.19607830
753.70343018	4.19607830
753.70751953	4.19607830
753.70751953	4.17647076
753.71166992	4.19607830
753.71575928	4.19607830
753.71984863	4.19607830
753.71984863	4.19607830
753.72387695	4.19607830
753.72808838	4.19607830
753.73217773	4.19607830
753.73632813	4.19607830
753.74041748	4.17647076
753.74041748	4.17647076
753.74438477	4.19607830
753.74847412	4.19607830
753.75262451	4.19607830
753.75262451	4.19607830
753.75677490	4.19607830
753.76092529	4.17647076
753.76489258	4.19607830
753.76489258	4.19607830
753.76904297	4.19607830
753.77313232	4.19607830
753.77313232	4.17647076
753.77716064	4.19607830
753.78125000	4.17647076
753.78540039	4.17647076
753.78540039	4.19607830
753.78955078	4.19607830
753.79345703	4.19607830
753.79760742	4.19607830
753.79760742	4.19607830
753.80169678	4.19607830
753.80584717	4.19607830
753.80993652	4.19607830
753.80993652	4.19607830
753.81396484	4.17647076
753.81811523	4.17647076
753.81811523	4.17647076
753.82226563	4.19607830
753.82635498	4.19607830
753.83044434	4.19607830
753.83044434	4.17647076
753.83447266	4.17647076
753.83868408	4.17647076
753.84283447	4.17647076
753.84283447	4.19607830
753.84692383	4.19607830
753.85095215	4.19607830
753.85510254	4.21568632
753.85510254	4.19607830
753.85919189	4.19607830
753.86328125	4.19607830
753.86328125	4.19607830
753.86718750	4.21568632
753.87133789	4.19607830
753.87542725	4.19607830
753.87542725	4.19607830
753.87957764	4.17647076
753.88360596	4.19607830
753.88787842	4.21568632
753.88787842	4.19607830
753.89184570	4.21568632
753.89599609	4.19607830
753.90014648	4.17647076
753.90014648	4.19607830
753.90417480	4.19607830
753.90826416	4.19607830
753.90826416	4.19607830
753.91241455	4.19607830
753.91650391	4.19607830
753.92065430	4.19607830
753.92065430	4.19607830
753.92474365	4.21568632
753.92877197	4.19607830
753.93292236	4.21568632
753.93292236	4.19607830
753.93707275	4.19607830
753.94104004	4.19607830
753.94512939	4.21568632
753.94927979	4.21568632
753.95343018	4.19607830
753.95343018	4.19607830
753.95745850	4.21568632
753.96154785	4.19607830
753.96569824	4.19607830
753.96569824	4.19607830
753.96978760	4.19607830
753.97393799	4.21568632
753.97796631	4.19607830
753.97796631	4.21568632
753.98205566	4.21568632
753.98620605	4.21568632
753.99035645	4.21568632
753.99426270	4.21568632
753.99841309	4.19607830
753.99841309	4.19607830
754.00256348	4.19607830
754.00665283	4.21568632
754.01074219	4.19607830
754.01074219	4.19607830
754.01495361	4.19607830
754.01892090	4.19607830
754.02301025	4.19607830
754.02301025	4.19607830
754.02703857	4.21568632
754.03112793	4.19607830
754.03521729	4.19607830
754.03936768	4.17647076
754.04345703	4.19607830
754.04345703	4.19607830
754.04754639	4.21568632
754.05163574	4.21568632
754.05590820	4.19607830
754.05590820	4.19607830
754.05993652	4.19607830
754.06390381	4.21568632
754.06799316	4.19607830
754.06799316	4.21568632
754.07214355	4.21568632
754.07629395	4.19607830
754.08044434	4.19607830
754.08441162	4.19607830
754.08862305	4.21568632
754.08862305	4.19607830
754.09271240	4.19607830
754.09686279	4.19607830
754.10101318	4.19607830
754.10101318	4.19607830
754.10498047	4.21568632
754.10906982	4.19607830
754.11322021	4.19607830
754.11322021	4.19607830
754.11712646	4.19607830
754.12127686	4.19607830
754.12542725	4.19607830
754.12951660	4.19607830
754.13366699	4.19607830
754.13366699	4.19607830
754.13763428	4.19607830
754.14184570	4.19607830
754.14587402	4.19607830
754.14587402	4.19607830
754.15002441	4.19607830
754.15405273	4.19607830
754.15814209	4.19607830
754.15814209	4.19607830
754.16223145	4.19607830
754.16644287	4.21568632
754.17053223	4.19607830
754.17456055	4.19607830
754.17864990	4.19607830
754.17864990	4.19607830
754.18273926	4.19607830
754.18688965	4.19607830
754.19104004	4.19607830
754.19104004	4.19607830
754.19500732	4.19607830
754.19909668	4.19607830
754.20330811	4.19607830
754.20330811	4.19607830
754.20727539	4.19607830
754.21136475	4.17647076
754.21551514	4.17647076
754.21960449	4.17647076
754.22375488	4.19607830
754.22375488	4.19607830
754.22796631	4.21568632
754.23193359	4.21568632
