2.79053926;	0.60784316
2.79053926;	0.45098040
2.79053926;	0.86274511
2.80279446;	0.92156863
2.80279446;	0.54901963
2.80279446;	0.88235295
2.80279446;	0.98039216
2.81506610;	0.82352942
2.81506610;	0.92156863
2.81506610;	1.15686274
2.81506610;	1.03921568
2.82738686;	0.98039216
2.82738686;	1.25490201
2.82738686;	1.33333337
2.82738686;	1.11764705
2.83554602;	1.45098042
2.83554602;	1.70588231
2.83554602;	1.43137252
2.84776855;	1.45098042
2.84776855;	1.56862748
2.84776855;	1.54901958
2.84776855;	1.47058821
2.86004829;	1.86274505
2.86004829;	1.96078432
2.86004829;	1.56862748
2.86004829;	1.84313726
2.87236905;	1.86274505
2.87236905;	1.64705884
2.87236905;	1.78431368
2.87236905;	2.13725495
2.88053656;	2.03921580
2.88053656;	1.78431368
2.88053656;	2.00000000
2.89285731;	1.94117641
2.89285731;	1.68627453
2.89285731;	1.92156863
2.89285731;	2.11764717
2.90515351;	1.88235295
2.90515351;	1.96078432
2.90515351;	2.11764717
2.90515351;	2.00000000
2.91745782;	1.90196073
2.91745782;	2.19607854
2.91745782;	2.19607854
2.91745782;	1.84313726
2.92560077;	2.00000000
2.92560077;	1.98039210
2.92560077;	1.90196073
2.93788886;	2.03921580
2.93788886;	2.27450991
2.93788886;	2.15686274
2.93788886;	1.74509799
2.95018506;	1.92156863
2.95018506;	2.00000000
2.95018506;	1.74509799
2.95018506;	2.00000000
2.96249747;	2.19607854
2.96249747;	1.94117641
2.96249747;	1.86274505
2.96249747;	1.98039210
2.97070599;	1.90196073
2.97070599;	1.76470590
2.97070599;	2.13725495
2.98305941;	2.15686274
2.98305941;	1.80392158
2.98305941;	2.01960778
2.98305941;	2.00000000
2.99525738;	1.86274505
2.99525738;	2.09803915
2.99525738;	2.31372547
2.99525738;	2.19607854
3.00751257;	1.86274505
3.00751257;	2.00000000
3.00751257;	2.03921580
3.00751257;	1.80392158
3.01579475;	2.03921580
3.01579475;	2.19607854
3.01579475;	1.84313726
3.02800083;	1.92156863
3.02800083;	2.05882359
3.02800083;	2.03921580
3.02800083;	2.03921580
3.04045272;	2.39215684
3.04045272;	2.54901958
3.04045272;	2.25490189
3.04045272;	2.58823538
3.05265880;	2.68627453
3.05265880;	2.62745094
3.05265880;	2.78431368
3.05265880;	3.11764717
3.06111288;	3.05882359
3.06111288;	2.86274505
3.06111288;	2.98039222
3.07313061;	3.05882359
3.07313061;	2.88235283
3.07313061;	3.05882359
3.07313061;	3.19607854
3.08541036;	2.84313726
3.08541036;	2.76470590
3.08541036;	2.80392146
3.08541036;	2.66666675
3.09354496;	2.52941179
3.09354496;	2.64705873
3.10587382;	2.11764717
3.10587382;	2.19607854
3.10587382;	2.09803915
3.10587382;	1.94117641
3.11812091;	2.05882359
3.11812091;	2.27450991
3.11812091;	2.17647052
3.11812091;	1.92156863
3.13047457;	2.07843137
3.13047457;	2.01960778
3.13047457;	1.80392158
3.13047457;	2.05882359
3.13860106;	2.23529410
3.13860106;	1.84313726
3.15099549;	2.03921580
3.15099549;	2.37254906
3.15099549;	3.11764717
3.15099549;	4.31372547
3.16324258;	4.98039198
3.16324258;	5.00000000
3.16324258;	5.00000000
3.16324258;	5.00000000
3.17548943;	5.00000000
3.17548943;	5.00000000
3.17548943;	5.00000000
3.17548943;	4.78431368
3.18365693;	3.86274505
3.18365693;	2.84313726
3.19605970;	1.15686274
3.19605970;	1.15686274
3.19605970;	1.29411769
3.19605970;	0.94117647
3.20833945;	1.03921568
3.20833945;	1.09803927
3.20833945;	1.05882359
3.20833945;	1.05882359
3.22053742;	1.45098042
3.22053742;	1.50980389
3.22053742;	1.11764705
3.22053742;	1.23529410
3.22872925;	1.17647064
3.22872925;	1.09803927
3.22872925;	1.27450979
