1.07022750;	1.27450979
1.07022750;	1.33333337
1.07022750;	1.56862748
1.07022750;	0.66666669
1.08258915;	0.00000000
1.08258915;	0.19607843
1.08258915;	0.70588237
1.08258915;	0.84313726
1.09482801;	0.94117647
1.09482801;	0.84313726
1.09482801;	0.00000000
1.09482801;	0.03921569
1.10302818;	0.54901963
1.10302818;	0.60784316
1.10302818;	0.43137255
1.11535716;	0.54901963
1.11535716;	0.00000000
1.11535716;	0.00000000
1.11535716;	0.07843138
1.12760425;	0.41176471
1.12760425;	0.33333334
1.12760425;	0.09803922
1.12760425;	0.09803922
1.13988400;	0.00000000
1.13988400;	0.00000000
1.13988400;	0.19607843
1.13988400;	0.68627453
1.14805150;	1.15686274
1.14805150;	0.92156863
1.14805150;	0.49019608
1.16037226;	0.01960784
1.16037226;	0.03921569
1.16037226;	0.60784316
1.16037226;	1.17647064
1.17292237;	1.47058821
1.17292237;	1.78431368
1.17292237;	1.29411769
1.17292237;	0.49019608
1.18496466;	0.37254903
1.18496466;	1.19607842
1.18496466;	1.45098042
1.18496466;	2.11764717
1.19313204;	2.70588231
1.19313204;	2.05882359
1.19313204;	1.60784316
1.20565760;	1.92156863
1.20565760;	2.31372547
1.20565760;	2.58823538
1.20565760;	2.92156863
1.21769166;	2.70588231
1.21769166;	1.96078432
1.21769166;	1.66666663
1.21769166;	2.25490189
1.22594094;	2.60784316
1.22594094;	3.00000000
1.23816347;	2.45098042
1.23816347;	1.78431368
1.23816347;	2.01960778
1.23816347;	2.60784316
1.25051701;	2.88235283
1.25051701;	3.11764717
1.25051701;	3.29411769
1.25051701;	2.25490189
1.26278865;	1.50980389
1.26278865;	1.74509799
1.26278865;	2.33333325
1.26278865;	2.58823538
1.27095604;	2.62745094
1.27095604;	2.29411769
1.28327680;	1.70588231
1.28327680;	2.37254906
1.28327680;	2.82352948
1.28327680;	3.13725495
1.29552388;	3.13725495
1.29552388;	2.29411769
1.29552388;	1.43137252
1.29552388;	1.05882359
1.30781186;	1.80392158
1.30781186;	2.31372547
1.30781186;	2.80392146
1.30781186;	2.86274505
1.31602025;	2.00000000
1.31602025;	1.62745094
1.32848024;	2.60784316
1.32848024;	2.68627453
1.32848024;	2.68627453
1.32848024;	2.80392146
1.34063721;	2.29411769
1.34063721;	2.00000000
1.34063721;	2.54901958
1.34063721;	2.86274505
1.35294974;	2.92156863
1.35294974;	2.90196085
1.35294974;	2.03921580
1.35294974;	1.23529410
1.36106801;	1.47058821
1.36106801;	2.41176462
1.36106801;	3.00000000
1.37336421;	2.82352948
1.37336421;	2.90196085
1.37336421;	2.31372547
1.37336421;	2.00000000
1.38566864;	2.25490189
1.38566864;	2.72549009
1.38566864;	2.90196085
1.38566864;	2.94117641
1.39797294;	2.66666675
1.39797294;	1.47058821
1.39797294;	0.86274511
1.39797294;	1.52941179
1.40616500;	2.00000000
1.40616500;	2.56862736
1.40616500;	3.00000000
1.41842842;	2.05882359
1.41842842;	1.07843137
1.41842842;	1.27450979
1.41842842;	2.76470590
1.43096220;	3.76470590
1.43096220;	4.58823538
1.43096220;	5.00000000
1.43096220;	4.94117641
1.44298804;	5.00000000
1.44298804;	5.00000000
1.44298804;	4.98039198
1.44298804;	4.98039198
1.45119643;	4.98039198
1.45119643;	4.74509811
1.45119643;	3.72549009
1.46350086;	3.00000000
1.46350086;	3.37254906
1.46350086;	3.58823538
1.46350086;	3.15686274
1.47576427;	2.78431368
1.47576427;	1.64705884
1.47576427;	0.60784316
1.47576427;	0.47058824
1.48806047;	1.21568632
1.48806047;	1.33333337
1.48806047;	1.45098042
1.48806047;	1.29411769
1.49626875;	0.27450982
1.49626875;	0.15686275
1.49626875;	0.50980395
1.50854039;	1.09803927
1.50854039;	1.25490201
1.50854039;	1.45098042
1.50854039;	0.98039216
1.52086115;	0.09803922
1.52086115;	0.03921569
1.52086115;	0.90196079
1.52086115;	1.62745094
1.53314102;	1.82352936
1.53314102;	1.92156863
1.53314102;	1.19607842
1.53314102;	0.45098040
1.54132485;	0.35294119
1.54132485;	1.19607842
1.54132485;	1.52941179
1.55362093;	1.74509799
1.55362093;	1.47058821
1.55362093;	0.23529412
1.55362093;	0.00000000
1.56600726;	0.45098040
1.56600726;	1.27450979
1.56600726;	1.50980389
1.56600726;	1.35294116
1.57816422;	0.41176471
1.57816422;	0.00000000
1.57816422;	0.01960784
1.57816422;	0.45098040
1.58636439;	0.50980395
1.58636439;	0.25490198
1.58636439;	0.43137255
1.59870160;	0.00000000
1.59870160;	0.00000000
1.59870160;	0.17647059
1.59870160;	0.82352942
1.61105514;	1.03921568
1.61105514;	1.03921568
1.61105514;	1.03921568
1.61105514;	0.03921569
1.62322843;	0.05882353
1.62322843;	0.72549021
1.62322843;	1.60784316
1.62322843;	1.68627453
1.63144505;	1.78431368
1.63144505;	1.31372547
1.63144505;	0.29411766
1.64378214;	0.49019608
1.64378214;	1.60784316
1.64378214;	2.27450991
1.64378214;	2.88235283
1.65634871;	3.21568632
1.65634871;	2.07843137
1.65634871;	1.43137252
1.65634871;	1.70588231
1.66425395;	2.66666675
1.66425395;	3.23529410
1.67648458;	3.21568632
1.67648458;	2.31372547
1.67648458;	2.25490189
1.67648458;	2.56862736
1.68878901;	3.15686274
1.68878901;	3.50980401
1.68878901;	3.39215684
1.68878901;	2.72549009
1.70106876;	1.78431368
1.70106876;	1.82352936
1.70106876;	2.45098042
1.70106876;	2.84313726
1.70925260;	3.13725495
1.70925260;	3.41176462
1.72161436;	1.94117641
1.72161436;	1.82352936
1.72161436;	2.84313726
1.72161436;	3.49019599
1.73385322;	3.74509811
1.73385322;	3.82352948
1.73385322;	2.64705873
1.73385322;	2.00000000
1.74617398;	2.39215684
1.74617398;	3.15686274
1.74617398;	3.41176462
1.74617398;	3.19607854
1.75432503;	2.41176462
1.75432503;	1.52941179
1.76662123;	2.00000000
1.76662123;	2.74509811
1.76662123;	3.03921580
1.76662123;	3.19607854
1.77895010;	2.45098042
1.77895010;	1.64705884
1.77895010;	1.27450979
1.77895010;	2.11764717
1.79127097;	2.70588231
1.79127097;	3.03921580
1.79127097;	3.19607854
1.79127097;	2.64705873
1.79947114;	2.27450991
1.79947114;	2.23529410
1.81168532;	3.58823538
1.81168532;	4.17647076
1.81168532;	3.58823538
1.81168532;	2.23529410
1.82399797;	1.70588231
1.82399797;	2.47058821
1.82399797;	3.05882359
1.82399797;	3.17647052
1.83623683;	3.31372547
1.83623683;	2.68627453
1.83623683;	1.96078432
1.83623683;	1.74509799
1.84445333;	2.74509811
1.84445333;	3.39215684
1.84445333;	3.60784316
1.85676599;	3.70588231
1.85676599;	2.86274505
1.85676599;	2.27450991
1.85676599;	2.07843137
1.86901295;	2.68627453
1.86901295;	2.76470590
1.86901295;	2.74509811
1.86901295;	2.49019599
1.88136649;	1.80392158
1.88136649;	1.41176474
1.88136649;	2.00000000
1.88136649;	2.90196085
1.88950121;	3.33333325
1.88950121;	3.96078420
1.88950121;	3.78431368
1.90179741;	3.52941179
1.90179741;	3.82352948
1.90179741;	5.00000000
1.90179741;	5.00000000
1.91406894;	5.00000000
1.91406894;	4.98039198
1.91406894;	4.86274529
1.91406894;	4.35294104
1.92635703;	4.35294104
1.92635703;	4.49019623
1.92635703;	4.11764717
1.92635703;	3.98039222
1.93455720;	3.70588231
1.93455720;	2.43137264
1.93455720;	1.25490201
1.94686162;	1.54901958
1.94686162;	1.68627453
1.94686162;	1.56862748
1.94686162;	1.60784316
1.95922327;	1.35294116
1.95922327;	0.58823532
1.95922327;	0.01960784
1.95922327;	0.76470590
1.97143757;	1.45098042
1.97143757;	2.01960778
1.97143757;	2.05882359
1.97143757;	1.33333337
1.97973609;	0.66666669
1.97973609;	0.64705884
1.97973609;	1.37254906
1.99195850;	1.49019611
1.99195850;	1.49019611
1.99195850;	1.29411769
1.99195850;	0.96078432
2.00419736;	0.45098040
2.00419736;	1.21568632
2.00419736;	1.76470590
2.00419736;	1.84313726
2.01646900;	1.94117641
2.01646900;	1.62745094
2.01646900;	0.68627453
2.01646900;	0.39215687
2.02467728;	1.11764705
2.02467728;	1.47058821
2.02467728;	1.37254906
2.03698993;	1.45098042
2.03698993;	1.23529410
2.03698993;	1.00000000
2.03698993;	1.00000000
2.04929423;	1.05882359
2.04929423;	1.07843137
2.04929423;	1.11764705
2.04929423;	0.80392158
2.06158233;	0.11764706
2.06158233;	0.00000000
2.06158233;	0.31372550
2.06158233;	0.54901963
2.06978250;	0.84313726
2.06978250;	1.49019611
2.06978250;	1.07843137
2.08205414;	0.37254903
2.08205414;	0.31372550
2.08205414;	1.25490201
2.08205414;	1.80392158
2.09437490;	1.98039210
2.09437490;	1.92156863
2.09437490;	1.70588231
2.09437490;	1.66666663
2.10660553;	1.90196073
2.10660553;	2.80392146
2.10660553;	3.27450991
2.10660553;	3.60784316
2.11484671;	3.37254906
2.11484671;	2.78431368
2.11484671;	2.49019599
2.12731504;	2.96078420
2.12731504;	3.90196085
2.12731504;	4.33333349
2.12731504;	4.11764717
2.13937354;	3.45098042
2.13937354;	2.58823538
2.13937354;	2.35294127
2.13937354;	3.52941179
2.14781952;	4.11764717
2.14781952;	3.92156863
2.15989447;	3.11764717
2.15989447;	2.27450991
2.15989447;	2.58823538
2.15989447;	3.35294127
2.17221522;	3.56862736
2.17221522;	3.70588231
2.17221522;	3.37254906
2.17221522;	2.58823538
2.18451142;	2.09803915
2.18451142;	2.29411769
2.18451142;	2.78431368
2.18451142;	3.17647052
2.19265437;	3.66666675
2.19265437;	3.49019599
2.20494223;	2.47058821
2.20494223;	2.84313726
2.20494223;	2.66666675
2.20494223;	2.66666675
2.21722221;	2.35294127
2.21722221;	1.45098042
2.21722221;	0.84313726
2.21722221;	1.05882359
2.22950196;	1.98039210
2.22950196;	2.41176462
2.22950196;	2.82352948
2.22950196;	2.60784316
2.23770213;	1.49019611
2.23770213;	1.03921568
2.24997377;	2.47058821
2.24997377;	2.50980401
2.24997377;	2.50980401
2.24997377;	1.70588231
2.26231909;	1.19607842
2.26231909;	0.86274511
2.26231909;	1.60784316
2.26231909;	2.41176462
2.27468896;	2.96078420
2.27468896;	3.27450991
2.27468896;	2.50980401
2.27468896;	1.82352936
2.28282356;	1.74509799
2.28282356;	2.37254906
2.28282356;	2.19607854
2.29513621;	2.03921580
2.29513621;	2.15686274
2.29513621;	1.52941179
2.29513621;	1.27450979
2.30738330;	1.94117641
2.30738330;	2.54901958
2.30738330;	2.68627453
2.30738330;	2.98039222
2.31961393;	2.72549009
2.31961393;	2.45098042
2.31961393;	2.41176462
2.31961393;	3.27450991
2.32781410;	3.29411769
2.32781410;	2.82352948
2.32781410;	2.29411769
2.34020853;	1.21568632
2.34020853;	0.94117647
2.34020853;	1.17647064
2.34020853;	1.92156863
2.35243940;	2.01960778
2.35243940;	1.94117641
2.35243940;	1.70588231
